-7.381275440976934332e-01;-6.770691994572591854e-01;-7.869742198100406760e-01;-7.462686567164178442e-01;-7.910447761194029370e-01;-6.729986431478968134e-01;-6.716417910447761708e-01;-5.644504748982360764e-01;-4.843962008141112219e-01;-4.287652645861600997e-01;-4.219810040705562759e-01;-3.880597014925372679e-01;-3.514246947082767525e-01;-3.867028493894165697e-01;-3.270013568521031311e-01;-3.080054274084124688e-01;-4.884667571234735384e-01;-3.487109905020352452e-01;-2.645861601085481851e-01;-4.165535956580732613e-01
-6.770691994572591854e-01;-7.408412483039348295e-01;-8.900949796472183984e-01;-8.168249660786973676e-01;-8.697421981004070934e-01;-7.218453188602442783e-01;-7.530529172320217235e-01;-6.662143826322930451e-01;-5.345997286295793849e-01;-4.599728629579376005e-01;-4.762550881953866444e-01;-4.111261872455901911e-01;-4.002713704206241618e-01;-4.477611940298507065e-01;-3.487109905020352452e-01;-3.921302578018995844e-01;-5.400271370420623995e-01;-4.233378561736770851e-01;-3.364993215739484067e-01;-4.681139755766621779e-01
-7.869742198100406760e-01;-8.900949796472183984e-01;-9.850746268656715987e-01;-9.280868385345997229e-01;-9.877883310719132171e-01;-8.534599728629579385e-01;-8.358208955223880299e-01;-7.679782903663501248e-01;-6.526458616010853975e-01;-5.603799185888738155e-01;-5.807327001356852314e-01;-5.454545454545454142e-01;-5.088195386702849543e-01;-5.563093622795114435e-01;-4.721845318860244389e-01;-4.830393487109905237e-01;-6.472184531886023828e-01;-5.400271370420623995e-01;-4.559023066485752840e-01;-5.766621438263229704e-01
-7.462686567164178442e-01;-8.168249660786973676e-01;-9.280868385345997229e-01;-8.873812754409768910e-01;-9.552238805970149071e-01;-8.208955223880596286e-01;-7.842605156037991687e-01;-7.123473541383988916e-01;-6.214382632293079523e-01;-5.128900949796472153e-01;-5.468113975576662789e-01;-4.776119402985074536e-01;-4.396200814111261845e-01;-4.979647218453188695e-01;-4.301221166892808534e-01;-4.436906377204884455e-01;-5.617367706919945691e-01;-4.925373134328357994e-01;-4.084124830393486838e-01;-5.101763907734057080e-01
-7.910447761194029370e-01;-8.697421981004070934e-01;-9.877883310719132171e-01;-9.552238805970149071e-01;-1.000000000000000000e+00;-8.792401628222523691e-01;-8.331071913161465226e-01;-7.693351424694707674e-01;-6.662143826322930451e-01;-5.644504748982360764e-01;-5.888738127544097534e-01;-5.318860244233378776e-01;-5.074626865671642006e-01;-5.481682496607869215e-01;-4.613297150610582986e-01;-4.871099050203527292e-01;-6.160108548168249376e-01;-5.468113975576662789e-01;-4.572591587516960931e-01;-5.698778833107192021e-01
-6.729986431478968134e-01;-7.218453188602442783e-01;-8.534599728629579385e-01;-8.208955223880596286e-01;-8.792401628222523691e-01;-7.489823609226593515e-01;-7.028493894165535050e-01;-6.268656716417910779e-01;-5.481682496607869215e-01;-4.586160108548167913e-01;-4.694708276797828761e-01;-4.138398914518316984e-01;-3.839891451831750624e-01;-4.165535956580732613e-01;-3.364993215739484067e-01;-3.622795115332428373e-01;-4.857530529172320310e-01;-4.165535956580732613e-01;-3.378561736770692159e-01;-4.504748982360922138e-01
-6.716417910447761708e-01;-7.530529172320217235e-01;-8.358208955223880299e-01;-7.842605156037991687e-01;-8.331071913161465226e-01;-7.028493894165535050e-01;-6.865671641791044610e-01;-6.322930800542740926e-01;-5.183175033921302299e-01;-4.640434192672998615e-01;-4.369063772048846772e-01;-4.056987788331072320e-01;-4.165535956580732613e-01;-4.219810040705562759e-01;-3.853459972862957605e-01;-4.056987788331072320e-01;-5.400271370420623995e-01;-4.626865671641791078e-01;-3.649932157394844001e-01;-5.061058344640434470e-01
-5.644504748982360764e-01;-6.662143826322930451e-01;-7.679782903663501248e-01;-7.123473541383988916e-01;-7.693351424694707674e-01;-6.268656716417910779e-01;-6.322930800542740926e-01;-5.658073270013568301e-01;-4.559023066485752840e-01;-4.084124830393486838e-01;-4.084124830393486838e-01;-3.772048846675711831e-01;-3.744911804613296757e-01;-4.029850746268656692e-01;-3.744911804613296757e-01;-3.785617367706919922e-01;-4.776119402985074536e-01;-4.287652645861600997e-01;-3.527815468113975617e-01;-4.328358208955223607e-01
-4.843962008141112219e-01;-5.345997286295793849e-01;-6.526458616010853975e-01;-6.214382632293079523e-01;-6.662143826322930451e-01;-5.481682496607869215e-01;-5.183175033921302299e-01;-4.559023066485752840e-01;-3.690637720488467166e-01;-3.134328358208955390e-01;-3.147896879240162371e-01;-2.727272727272727071e-01;-2.496607869742198116e-01;-2.564450474898236076e-01;-2.306648575305291493e-01;-2.048846675712347465e-01;-3.270013568521031311e-01;-2.483039348710990579e-01;-1.777476255088195345e-01;-2.754409769335142144e-01
-4.287652645861600997e-01;-4.599728629579376005e-01;-5.603799185888738155e-01;-5.128900949796472153e-01;-5.644504748982360764e-01;-4.586160108548167913e-01;-4.640434192672998615e-01;-4.084124830393486838e-01;-3.134328358208955390e-01;-3.039348710990502078e-01;-2.822252374491180382e-01;-2.469470827679783043e-01;-2.360922659430122195e-01;-2.252374491180461069e-01;-2.157394843962008313e-01;-1.655359565807326960e-01;-2.917232021709633694e-01;-2.333785617367706844e-01;-1.560379918588873649e-01;-2.537313432835821003e-01
