-0.73812754;-0.67706920;-0.78697422;-0.74626866;-0.79104478;-0.67299864;-0.67164179;-0.56445047;-0.48439620;-0.42876526;-0.42198100;-0.38805970;-0.35142469;-0.38670285;-0.32700136;-0.30800543;-0.48846676;-0.34871099;-0.26458616;-0.41655360
-0.67706920;-0.74084125;-0.89009498;-0.81682497;-0.86974220;-0.72184532;-0.75305292;-0.66621438;-0.53459973;-0.45997286;-0.47625509;-0.41112619;-0.40027137;-0.44776119;-0.34871099;-0.39213026;-0.54002714;-0.42333786;-0.33649932;-0.46811398
-0.78697422;-0.89009498;-0.98507463;-0.92808684;-0.98778833;-0.85345997;-0.83582090;-0.76797829;-0.65264586;-0.56037992;-0.58073270;-0.54545455;-0.50881954;-0.55630936;-0.47218453;-0.48303935;-0.64721845;-0.54002714;-0.45590231;-0.57666214
-0.74626866;-0.81682497;-0.92808684;-0.88738128;-0.95522388;-0.82089552;-0.78426052;-0.71234735;-0.62143826;-0.51289009;-0.54681140;-0.47761194;-0.43962008;-0.49796472;-0.43012212;-0.44369064;-0.56173677;-0.49253731;-0.40841248;-0.51017639
-0.79104478;-0.86974220;-0.98778833;-0.95522388;-1.00000000;-0.87924016;-0.83310719;-0.76933514;-0.66621438;-0.56445047;-0.58887381;-0.53188602;-0.50746269;-0.54816825;-0.46132972;-0.48710991;-0.61601085;-0.54681140;-0.45725916;-0.56987788
-0.67299864;-0.72184532;-0.85345997;-0.82089552;-0.87924016;-0.74898236;-0.70284939;-0.62686567;-0.54816825;-0.45861601;-0.46947083;-0.41383989;-0.38398915;-0.41655360;-0.33649932;-0.36227951;-0.48575305;-0.41655360;-0.33785617;-0.45047490
-0.67164179;-0.75305292;-0.83582090;-0.78426052;-0.83310719;-0.70284939;-0.68656716;-0.63229308;-0.51831750;-0.46404342;-0.43690638;-0.40569878;-0.41655360;-0.42198100;-0.38534600;-0.40569878;-0.54002714;-0.46268657;-0.36499322;-0.50610583
-0.56445047;-0.66621438;-0.76797829;-0.71234735;-0.76933514;-0.62686567;-0.63229308;-0.56580733;-0.45590231;-0.40841248;-0.40841248;-0.37720488;-0.37449118;-0.40298507;-0.37449118;-0.37856174;-0.47761194;-0.42876526;-0.35278155;-0.43283582
-0.48439620;-0.53459973;-0.65264586;-0.62143826;-0.66621438;-0.54816825;-0.51831750;-0.45590231;-0.36906377;-0.31343284;-0.31478969;-0.27272727;-0.24966079;-0.25644505;-0.23066486;-0.20488467;-0.32700136;-0.24830393;-0.17774763;-0.27544098
-0.42876526;-0.45997286;-0.56037992;-0.51289009;-0.56445047;-0.45861601;-0.46404342;-0.40841248;-0.31343284;-0.30393487;-0.28222524;-0.24694708;-0.23609227;-0.22523745;-0.21573948;-0.16553596;-0.29172320;-0.23337856;-0.15603799;-0.25373134
-0.42198100;-0.47625509;-0.58073270;-0.54681140;-0.58887381;-0.46947083;-0.43690638;-0.40841248;-0.31478969;-0.28222524;-0.28765265;-0.26594301;-0.25508820;-0.25780190;-0.24423338;-0.23609227;-0.32835821;-0.25780190;-0.17774763;-0.25780190
-0.38805970;-0.41112619;-0.54545455;-0.47761194;-0.53188602;-0.41383989;-0.40569878;-0.37720488;-0.27272727;-0.24694708;-0.26594301;-0.22659430;-0.21438263;-0.20217096;-0.22116689;-0.20081411;-0.28629579;-0.21981004;-0.14246947;-0.21302578
-0.35142469;-0.40027137;-0.50881954;-0.43962008;-0.50746269;-0.38398915;-0.41655360;-0.37449118;-0.24966079;-0.23609227;-0.25508820;-0.21438263;-0.22795115;-0.23202171;-0.22795115;-0.20488467;-0.28222524;-0.22252374;-0.16417910;-0.20759837
-0.38670285;-0.44776119;-0.55630936;-0.49796472;-0.54816825;-0.41655360;-0.42198100;-0.40298507;-0.25644505;-0.22523745;-0.25780190;-0.20217096;-0.23202171;-0.20895522;-0.19810041;-0.19267300;-0.26865672;-0.24423338;-0.17503392;-0.23473541
-0.32700136;-0.34871099;-0.47218453;-0.43012212;-0.46132972;-0.33649932;-0.38534600;-0.37449118;-0.23066486;-0.21573948;-0.24423338;-0.22116689;-0.22795115;-0.19810041;-0.16417910;-0.13839891;-0.31478969;-0.31071913;-0.22795115;-0.18046133
-0.30800543;-0.39213026;-0.48303935;-0.44369064;-0.48710991;-0.36227951;-0.40569878;-0.37856174;-0.20488467;-0.16553596;-0.23609227;-0.20081411;-0.20488467;-0.19267300;-0.13839891;-0.12347354;-0.29172320;-0.30800543;-0.24423338;-0.17096336
-0.48846676;-0.54002714;-0.64721845;-0.56173677;-0.61601085;-0.48575305;-0.54002714;-0.47761194;-0.32700136;-0.29172320;-0.32835821;-0.28629579;-0.28222524;-0.26865672;-0.31478969;-0.29172320;-0.41383989;-0.29308005;-0.18317503;-0.30529172
-0.34871099;-0.42333786;-0.54002714;-0.49253731;-0.54681140;-0.41655360;-0.46268657;-0.42876526;-0.24830393;-0.23337856;-0.25780190;-0.21981004;-0.22252374;-0.24423338;-0.31071913;-0.30800543;-0.29308005;-0.21031208;-0.08005427;-0.23066486
-0.26458616;-0.33649932;-0.45590231;-0.40841248;-0.45725916;-0.33785617;-0.36499322;-0.35278155;-0.17774763;-0.15603799;-0.17774763;-0.14246947;-0.16417910;-0.17503392;-0.22795115;-0.24423338;-0.18317503;-0.08005427;-0.01628223;-0.13161465
-0.41655360;-0.46811398;-0.57666214;-0.51017639;-0.56987788;-0.45047490;-0.50610583;-0.43283582;-0.27544098;-0.25373134;-0.25780190;-0.21302578;-0.20759837;-0.23473541;-0.18046133;-0.17096336;-0.30529172;-0.23066486;-0.13161465;-0.23744912
